67, F, W, Y,44000,168292,2,1
24, M, W, N,55000,84000,3,7
55, M, W, Y,45000,44716,7,6
23, F, W, Y,44000,11120,4,5
56, M, W, Y,30000,124335,9,1
44, F, W, N,33000,87501,0,5
25, M, B, Y,60000,40432,1,3
36, M, B, N,60000,75033,2,2
30, F, B, N,30000,58689,2,6
33, F, W, N,44000,13047,5,5
40, F, B, N,36000,160695,9,0
65, M, W, N,27000,22474,5,2
59, F, B, N,45000,23259,0,5
20, M, W, N,28000,144226,5,8
42, M, B, Y,23000,84775,9,3
45, F, B, Y,34000,87436,0,3
21, M, W, N,36000,74240,4,6
42, M, W, N,49000,83178,7,5
57, F, W, N,37000,58574,9,5
39, F, B, Y,21000,79283,4,8
21, M, B, Y,68000,143853,2,1
50, M, B, N,45000,151892,1,4
43, F, B, Y,68000,126077,6,0
59, M, B, Y,69000,89357,6,5
51, F, W, Y,54000,107112,9,7
22, M, W, Y,48000,144123,1,2
32, M, W, N,29000,91421,6,1
58, F, B, N,33000,28211,4,4
48, F, W, Y,59000,139208,5,8
20, F, W, Y,66000,147934,7,3
52, F, W, N,54000,131605,3,8
28, M, B, N,51000,153463,0,7
46, F, B, Y,61000,163524,7,8
53, M, B, N,40000,158871,1,5
27, F, W, Y,45000,59805,8,6
68, M, B, N,33000,108283,8,7
28, M, B, Y,26000,70270,1,2
34, F, B, N,52000,163751,6,7
60, F, W, N,69000,39330,0,6
57, M, B, Y,20000,70491,8,6
55, F, B, N,43000,145749,4,5
54, F, W, N,69000,135084,1,2
56, M, B, N,49000,108199,2,5
52, M, B, N,42000,92296,1,8
20, F, B, Y,67000,32241,7,4
30, M, W, N,38000,16115,3,1
66, F, B, N,49000,34334,5,7
37, M, B, Y,33000,110649,3,3
61, M, B, N,24000,138520,7,4
38, M, W, N,57000,96496,5,1
23, F, B, Y,25000,61392,0,9
47, M, W, N,39000,68224,0,2
51, M, W, N,29000,140988,7,6
62, F, W, N,56000,98575,7,0
51, M, B, Y,45000,65213,4,1
43, F, W, Y,49000,65025,2,4
60, F, B, Y,57000,95439,3,1
24, F, B, N,52000,94321,8,5
65, F, W, N,39000,80892,4,3
68, M, W, Y,64000,140621,2,8
26, M, B, Y,33000,79449,6,0
42, M, B, Y,61000,132864,8,6
47, F, W, N,65000,40486,7,6
42, M, B, Y,27000,86995,2,9
60, F, W, Y,24000,45384,0,8
59, F, W, N,38000,98664,7,9
58, F, W, N,52000,81332,8,0
51, F, B, Y,54000,12033,3,4
54, M, W, Y,51000,124041,0,2
50, M, W, N,22000,40307,0,1
29, M, B, N,69000,65002,9,8
67, M, W, N,26000,133624,7,0
29, M, W, N,51000,18910,1,0
58, M, W, Y,58000,89921,8,0
39, F, B, N,53000,146876,7,3
58, F, B, Y,23000,44399,5,0
30, F, W, N,58000,131061,2,8
49, M, B, N,26000,53224,1,2
67, F, W, N,33000,76344,2,4
46, M, B, N,28000,87078,4,3
63, F, W, Y,37000,14659,2,3
52, M, W, N,48000,30188,0,9
38, F, B, Y,49000,27628,4,3
38, M, W, N,67000,120460,6,8
35, F, W, N,37000,163099,6,7
68, F, B, N,46000,66338,3,9
38, F, B, Y,23000,161236,3,3
57, M, W, N,22000,76024,7,4
20, M, B, N,43000,165769,5,6
54, F, W, Y,35000,34668,4,8
24, F, W, N,23000,116035,3,8
57, M, W, N,27000,145165,9,9
47, M, W, Y,51000,35439,4,7
43, M, W, Y,67000,148184,1,0
55, M, W, N,30000,111951,6,9
29, M, B, N,43000,37044,1,3
56, F, W, Y,41000,146273,7,9
27, F, W, Y,50000,103075,0,2
62, M, B, Y,50000,63295,2,7
40, F, B, N,62000,107076,4,2
67, F, W, Y,24000,22467,1,3
28, M, W, Y,29000,132508,3,6
51, M, W, Y,22000,142714,3,7
20, M, B, Y,35000,116034,4,4
33, F, B, Y,34000,57512,6,5
30, M, B, N,43000,51043,3,6
33, M, W, Y,29000,155763,4,7
23, F, W, N,40000,19777,8,3
48, M, B, N,43000,164079,4,3
58, F, B, Y,31000,49681,2,0
37, M, B, N,51000,46110,5,3
45, F, B, N,66000,149613,9,7
35, F, W, N,29000,74537,3,4
59, F, W, N,26000,121530,7,2
65, M, W, N,23000,11357,7,2
65, M, W, N,37000,63276,9,8
49, F, W, N,59000,92085,8,4
34, F, B, N,45000,118101,8,3
62, M, B, Y,32000,149492,8,5
31, F, W, N,59000,146533,0,3
50, F, B, Y,29000,132518,7,2
68, M, W, N,66000,36226,3,6
34, M, B, N,69000,35965,9,1
33, F, W, N,51000,125415,1,8
46, F, W, N,65000,16615,9,0
66, F, W, Y,49000,135600,2,3
39, F, W, Y,25000,71385,3,7
68, F, B, Y,43000,169078,3,1
57, F, W, N,35000,133148,8,8
37, F, W, N,47000,166956,9,5
65, F, B, Y,41000,39849,9,5
36, F, W, N,25000,23276,1,1
50, F, B, Y,23000,152526,9,1
27, M, B, Y,63000,30851,1,5
36, F, B, Y,40000,77890,2,5
35, M, B, N,52000,94475,5,4
36, F, B, N,59000,31052,0,7
61, M, W, N,41000,27092,2,8
55, F, B, N,32000,134054,5,2
32, F, B, N,42000,84582,4,6
48, F, B, Y,64000,25811,9,8
24, F, B, Y,57000,134773,7,9
25, M, B, N,41000,79096,7,7
34, M, B, N,48000,56301,7,4
31, F, B, Y,52000,120188,8,5
54, F, B, N,43000,162953,3,5
57, F, W, Y,50000,66813,2,1
40, M, W, Y,66000,169113,3,0
50, M, B, N,46000,60000,2,0
27, M, W, N,64000,51939,9,7
50, M, B, N,27000,105484,0,3
37, F, B, Y,56000,125886,4,6
30, F, W, N,47000,80261,4,6
55, M, B, N,22000,85215,8,5
21, M, B, Y,67000,39953,6,3
23, F, B, Y,63000,10102,3,4
48, M, W, N,24000,162570,4,9
66, M, B, Y,64000,131979,0,7
47, F, W, N,63000,24328,5,9
41, M, W, N,50000,33720,2,3
62, M, W, N,54000,143123,1,3
58, M, W, Y,25000,80316,3,3
57, M, B, N,43000,125303,8,4
24, M, B, N,23000,75649,6,0
42, F, W, N,33000,111351,6,3
33, M, B, N,67000,100991,7,1
41, M, W, Y,35000,96111,5,5
48, F, B, Y,21000,50862,4,7
43, F, B, Y,33000,59181,7,4
48, M, B, Y,54000,21865,3,9
52, M, W, N,52000,41097,7,7
68, F, W, Y,49000,70122,4,9
23, M, W, Y,36000,140928,0,9
53, F, W, Y,25000,132943,5,8
38, F, B, Y,54000,130921,1,3
41, F, B, Y,34000,150343,6,9
51, F, B, N,64000,23804,8,6
47, F, B, N,50000,142042,0,1
53, F, B, Y,26000,88383,5,8
35, F, B, Y,58000,35567,8,9
22, F, W, N,31000,129056,4,9
64, M, W, Y,42000,41082,6,6
49, M, B, Y,38000,124868,8,9
35, F, B, N,22000,168574,8,4
51, F, B, Y,42000,43729,8,3
32, F, B, N,41000,83010,6,8
61, M, W, Y,64000,47428,5,2
28, M, B, N,43000,53111,3,5
24, M, W, N,20000,103056,5,6
62, F, B, Y,59000,109339,7,1
58, M, B, Y,43000,136478,4,3
35, M, W, N,21000,166751,5,0
38, F, B, N,25000,143467,3,2
57, F, B, N,50000,68321,2,9
42, F, B, Y,43000,34125,7,5
21, F, B, N,49000,144372,2,2
37, M, B, Y,48000,146229,9,0
56, M, B, Y,37000,43736,9,1
66, F, B, Y,65000,43112,9,2
59, F, W, Y,32000,32263,4,3
42, F, B, N,54000,131709,0,0
42, M, B, Y,68000,34316,9,6
44, M, B, Y,54000,116399,0,4
61, F, B, N,61000,52860,2,1
30, M, W, N,44000,24259,7,5
38, F, W, Y,21000,43789,3,0
39, F, B, Y,50000,137360,0,5
20, F, B, N,39000,80097,6,1
46, M, W, N,23000,47732,6,5
68, F, W, N,43000,81541,6,8
32, F, W, N,42000,130612,2,8
27, F, B, N,58000,25391,5,6
29, F, B, Y,30000,131618,1,9
59, F, B, Y,46000,153920,9,1
26, F, W, Y,67000,163459,7,4
26, F, B, Y,40000,94245,2,9
63, M, W, Y,24000,167808,7,5
48, F, W, N,21000,166145,5,5
32, F, B, N,62000,17972,8,7
67, M, W, Y,20000,33484,6,7
34, F, B, N,43000,77977,8,0
33, M, B, N,22000,134859,8,5
32, F, B, Y,50000,153689,6,9
36, F, B, Y,43000,169108,8,3
29, M, W, N,51000,91605,7,4
41, F, W, N,61000,151290,2,8
36, F, B, N,46000,40937,8,0
32, F, W, Y,58000,154774,6,8
32, M, B, Y,21000,34607,6,1
30, F, B, N,25000,15051,1,2
57, F, W, Y,40000,24786,6,4
32, M, W, N,21000,150905,7,5
59, F, W, N,57000,108599,3,1
51, M, B, N,56000,58556,3,6
28, M, B, N,38000,79621,0,1
34, M, B, Y,50000,34417,8,9
44, F, W, Y,43000,40787,5,7
57, F, B, N,48000,42065,8,2
49, M, B, N,50000,14345,8,9
55, M, B, N,35000,79079,0,5
64, M, B, N,37000,44476,1,5
67, M, W, Y,66000,39350,2,0
64, F, W, Y,28000,88202,2,3
55, M, W, N,46000,146494,1,8
65, M, B, N,42000,150212,9,4
29, F, B, N,20000,33994,7,0
69, F, B, Y,41000,37228,2,5
53, F, B, N,60000,27702,1,6
27, M, B, Y,69000,67540,4,3
32, M, B, N,20000,66307,6,6
62, M, W, Y,65000,111327,5,5
32, F, W, N,23000,55418,9,6
28, M, B, N,26000,137397,1,9
69, M, W, Y,32000,50869,1,6
62, F, B, N,55000,41970,3,4
35, F, B, N,34000,146882,1,4
49, M, B, N,60000,95120,6,8
62, F, W, Y,20000,144702,2,6
20, M, W, N,23000,20519,2,1
42, M, B, Y,68000,77344,7,4
29, F, B, N,59000,44086,2,9
64, F, B, Y,32000,146060,2,6
54, M, W, N,65000,87182,7,2
47, M, W, N,66000,104168,3,7
53, F, B, Y,67000,39974,0,3
40, F, W, N,22000,83852,9,2
28, F, W, N,29000,90582,2,7
59, M, B, Y,65000,101568,9,9
57, F, B, Y,58000,125653,7,2
27, M, W, N,24000,157683,2,7
47, F, W, Y,38000,137963,6,8
57, F, B, N,49000,165959,1,2
49, M, B, Y,20000,96696,0,3
60, M, W, N,60000,108524,3,7
52, F, B, Y,58000,16010,1,9
67, M, W, Y,40000,51941,8,9
51, M, B, Y,51000,37516,2,8
37, M, B, Y,39000,20007,2,6
33, F, W, N,59000,62302,0,8
46, F, W, N,49000,78906,4,3
65, F, B, Y,63000,108126,7,5
44, M, W, Y,53000,70341,0,9
32, M, W, Y,37000,47389,3,1
37, M, B, N,32000,68269,8,5
52, M, W, Y,50000,141534,4,2
26, M, W, N,60000,114861,9,4
25, M, B, N,65000,147486,2,8
25, F, W, Y,46000,71323,3,3
38, M, B, Y,59000,91750,8,4
63, F, B, Y,60000,139190,7,8
39, F, B, N,63000,87806,4,3
22, F, B, Y,62000,87724,9,5
32, F, W, Y,32000,132423,5,8
39, F, W, N,66000,63040,8,3
44, M, W, N,47000,56505,0,6
50, M, B, N,38000,134591,3,8
21, M, B, N,49000,166109,6,9
26, M, B, Y,56000,94625,4,0
41, M, B, N,37000,109257,9,4
55, M, W, Y,28000,106246,4,7
28, M, W, N,36000,104154,3,2
51, M, W, Y,34000,115709,9,1
67, F, B, Y,59000,64459,7,8
62, F, W, N,68000,144563,4,6
47, F, W, Y,33000,37209,7,4
31, M, B, Y,62000,97274,1,3
42, F, W, Y,49000,129049,2,1
68, F, B, N,47000,159954,1,0
39, M, B, N,22000,56365,4,8
47, M, W, Y,55000,25813,6,2
45, F, B, Y,45000,94964,3,5
27, F, W, N,48000,22972,4,1
59, F, W, N,61000,124920,9,8
26, M, B, Y,47000,60249,4,9
23, F, B, Y,41000,66209,8,9
67, M, B, N,26000,26547,2,9
40, M, B, Y,40000,80763,9,3
67, F, W, N,66000,39479,6,5
29, F, B, Y,24000,76561,3,7
52, F, B, Y,58000,98837,7,1
57, M, B, N,31000,169388,3,2
32, M, B, Y,36000,20545,6,2
49, M, B, N,22000,117890,6,1
25, F, B, Y,33000,86714,4,9
52, F, B, Y,66000,107533,7,3
64, M, B, Y,36000,167426,1,8
55, F, B, N,39000,19116,0,2
52, M, W, Y,54000,69869,4,8
43, M, W, N,57000,117440,5,2
36, M, W, Y,34000,70455,9,8
44, F, B, N,47000,55776,4,0
35, F, B, Y,38000,145540,9,5
30, F, W, Y,45000,11744,9,2
69, M, B, N,26000,136369,8,5
53, M, B, N,67000,130232,4,2
37, F, B, N,31000,83876,4,6
47, M, B, Y,44000,88987,8,6
34, M, W, N,58000,168970,1,1
68, F, B, Y,59000,162490,4,6
22, M, B, N,61000,53911,8,5
60, F, W, N,54000,79753,9,0
23, F, W, Y,48000,20426,3,7
52, F, B, N,47000,11653,2,5
57, M, B, N,61000,100173,7,1
52, F, B, N,30000,63434,9,6
48, M, B, N,38000,153186,1,0
65, M, W, Y,51000,127998,7,1
27, M, B, N,36000,49918,6,0
69, M, B, N,67000,75615,9,1
21, F, B, Y,51000,112525,1,6
62, F, B, Y,63000,135672,3,1
63, F, B, Y,36000,90984,4,0
38, F, W, Y,36000,86087,6,1
50, F, W, Y,26000,109712,3,4
23, M, W, N,24000,66019,4,0
40, M, W, Y,38000,20271,1,2
53, M, W, Y,43000,107486,4,2
21, M, W, N,57000,35808,6,6
63, F, B, N,45000,161532,9,7
26, F, B, N,24000,122850,4,0
35, M, B, N,34000,34554,5,0
49, M, W, N,65000,146078,3,8
37, F, B, Y,27000,130426,6,6
59, M, W, N,20000,81695,5,8
56, F, B, N,22000,94030,8,1
58, F, B, N,67000,135040,8,5
54, M, B, N,29000,11839,9,5
24, F, W, N,37000,158037,9,9
39, F, B, Y,68000,65158,0,3
38, M, W, Y,31000,42134,1,6
50, F, B, N,41000,11658,9,1
55, F, W, Y,63000,82345,7,9
22, M, B, N,28000,70827,8,6
27, M, W, Y,28000,28014,5,5
68, M, B, Y,35000,28965,3,4
38, M, W, Y,66000,55937,5,1
46, M, B, N,51000,139336,3,1
63, F, B, Y,23000,61466,2,5
43, M, B, Y,41000,73120,2,8
45, M, B, Y,41000,103207,7,7
58, F, B, Y,47000,56777,9,9
27, F, W, N,59000,76956,5,4
48, F, W, Y,46000,51454,3,6
59, F, W, Y,24000,94482,1,2
40, F, W, N,61000,70052,0,3
42, F, W, Y,28000,42794,4,5
44, M, W, N,61000,127596,4,8
38, F, B, Y,45000,39506,9,6
52, F, B, Y,57000,120508,8,4
67, M, B, Y,45000,19933,7,5
38, M, B, Y,66000,130427,8,9
64, F, W, N,52000,91544,0,9
49, M, B, Y,62000,88200,9,2
52, F, B, N,44000,131384,0,5
48, F, W, N,24000,13651,7,4
35, F, B, N,22000,22113,7,5
63, F, W, Y,24000,166780,9,2
33, M, B, N,39000,42260,6,0
29, F, W, N,24000,165994,4,9
45, F, W, Y,40000,166341,8,5
61, F, B, Y,24000,169008,6,5
35, M, B, N,59000,110449,6,1
49, F, B, Y,36000,52035,0,6
47, M, B, N,24000,78948,2,0
66, F, W, N,59000,82893,4,4
23, F, W, Y,31000,127903,6,1
31, F, W, Y,54000,63652,3,7
62, M, B, Y,57000,100850,1,6
55, M, B, Y,69000,38450,9,3
55, F, W, N,55000,52560,6,3
40, M, B, Y,42000,102097,6,9
69, F, W, Y,23000,156392,3,2
67, F, W, N,43000,85094,5,3
36, M, W, N,22000,90887,3,4
42, F, W, N,26000,90698,7,0
44, F, B, Y,48000,21206,1,7
43, F, W, N,69000,19648,7,9
23, F, W, N,66000,51050,4,1
61, F, W, Y,40000,98184,3,2
24, M, W, N,38000,20688,2,0
22, M, B, N,58000,144982,3,0
30, F, B, Y,20000,126706,2,6
42, M, B, Y,52000,152632,3,1
21, F, B, Y,37000,159111,5,4
23, F, W, N,63000,159278,6,1
38, M, W, N,48000,151421,6,8
29, F, B, N,65000,146049,1,3
65, M, B, Y,69000,159350,8,9
26, F, B, Y,30000,95913,9,4
44, M, B, Y,40000,123721,8,5
41, M, W, Y,40000,69565,0,9
48, M, W, Y,51000,13241,0,8
47, M, W, Y,34000,33979,9,7
32, F, W, Y,69000,162750,4,4
64, M, W, N,33000,19261,2,9
40, M, W, N,50000,162566,7,3
59, M, B, Y,45000,99410,7,0
21, F, W, N,23000,134573,3,2
45, M, W, N,22000,52621,1,5
60, F, B, Y,49000,110652,4,0
52, F, W, Y,46000,36757,4,0
36, M, B, N,50000,149092,7,5
40, F, W, Y,40000,135606,1,3
20, F, B, Y,63000,24610,1,2
48, F, W, Y,63000,31565,6,5
61, F, B, N,65000,87589,3,3
31, M, W, Y,42000,100352,7,0
24, M, B, N,66000,128185,3,8
48, M, W, Y,51000,143393,7,0
56, F, B, Y,32000,160895,8,5
35, M, B, Y,38000,13497,0,2
39, M, B, Y,61000,45242,3,8
40, F, W, N,52000,29447,8,1
69, M, B, Y,55000,18184,6,0
37, M, W, Y,53000,75133,9,5
68, M, B, N,21000,93872,5,5
28, F, W, Y,49000,158847,1,3
53, F, B, Y,43000,166394,7,7
59, M, W, N,58000,128377,9,2
49, F, B, N,61000,131120,2,6
37, F, W, Y,41000,117510,1,7
29, M, B, Y,31000,20270,6,9
63, M, B, N,27000,139577,9,8
59, F, W, Y,38000,28345,8,9
31, F, B, Y,69000,163667,7,0
53, M, B, N,35000,23030,8,0
32, F, B, Y,58000,129130,7,4
35, F, W, Y,37000,97201,1,1
48, M, B, Y,68000,33997,7,5
34, F, B, Y,48000,77663,9,7
36, F, B, N,32000,112938,0,7
54, M, W, N,24000,106241,6,3
21, F, W, Y,56000,40392,9,9
52, M, W, Y,33000,128846,7,5
30, M, W, N,26000,134481,4,5
39, F, B, N,40000,168151,8,4
44, F, B, Y,59000,57346,2,8
27, M, W, Y,53000,95488,6,5
33, F, B, N,68000,147518,8,3
57, F, B, N,66000,57605,4,6
33, M, B, Y,23000,159963,7,8
42, M, B, Y,43000,33899,9,4
43, F, B, Y,48000,149409,4,8
55, F, W, Y,22000,79749,1,2
35, M, W, Y,58000,112598,7,2
61, M, W, N,28000,131584,7,1
25, M, B, Y,66000,165071,8,8
40, F, W, Y,39000,49302,3,4
24, M, W, N,20000,28122,3,7
52, F, B, N,24000,131663,3,8
45, M, W, Y,39000,161547,2,8
33, M, W, Y,22000,140294,1,8
54, F, B, Y,24000,37803,4,8
63, M, B, N,44000,27914,2,4
23, M, W, N,46000,133212,3,0
31, F, B, Y,23000,166418,5,4
43, F, W, N,54000,11826,0,9
44, F, B, N,27000,30440,6,6
29, M, B, N,34000,117593,6,9
39, M, W, Y,67000,92013,2,0
60, M, B, N,40000,50426,4,8
21, M, W, Y,29000,41967,4,7
48, M, W, Y,49000,61823,3,8
57, M, B, N,33000,93670,3,4
56, F, W, Y,37000,65650,8,2
27, F, W, Y,37000,164759,5,1
46, M, B, Y,46000,99713,4,0
38, M, B, N,37000,92464,2,6
40, M, B, Y,30000,133749,5,4
22, M, W, N,42000,78167,7,4
50, M, B, N,65000,39456,9,6
54, M, W, Y,21000,116810,6,3
44, M, B, Y,30000,98189,3,6
30, F, B, N,36000,86790,1,2
22, M, B, Y,32000,61950,5,1
30, M, B, N,41000,135945,6,8
42, M, W, N,48000,103287,7,9
61, F, B, Y,68000,79278,2,4
55, F, W, Y,37000,149746,8,8
39, F, W, N,23000,84033,9,9
53, M, B, N,64000,58474,8,3
44, F, B, N,26000,157744,4,8
67, M, W, Y,24000,86627,6,7
59, F, B, Y,52000,154898,2,8
52, M, B, Y,22000,33184,4,6
59, M, B, Y,23000,137812,7,9
59, M, W, Y,21000,107808,2,5
46, M, W, Y,37000,167380,4,3
62, F, W, Y,65000,62368,1,6
67, F, B, N,64000,79284,0,0
68, M, B, Y,23000,40758,2,0
22, F, B, Y,60000,161317,6,7
50, M, B, N,59000,82626,4,4
44, F, B, N,65000,167433,2,4
47, M, W, Y,63000,56652,7,1
20, F, W, Y,49000,64150,5,8
63, F, B, Y,42000,78978,5,2
67, M, B, N,56000,24927,7,3
28, F, B, Y,49000,72447,9,3
52, F, W, Y,35000,108154,1,2
64, F, W, N,21000,42244,7,3
45, F, B, Y,28000,94364,4,3
67, M, W, Y,29000,123583,6,5
28, M, B, Y,31000,158299,8,0
55, F, B, N,42000,137062,8,6
60, F, B, Y,22000,51452,6,9
25, M, W, Y,67000,27304,5,3
55, M, B, Y,52000,110725,2,3
50, F, W, N,56000,40521,0,7
48, M, W, Y,61000,88794,3,7
21, F, B, N,61000,16612,7,5
30, F, W, Y,46000,161852,5,8
44, M, W, Y,63000,91430,5,7
44, M, W, N,66000,30311,4,8
32, F, W, N,62000,24842,1,0
65, F, W, Y,28000,68114,5,5
22, F, B, Y,43000,10199,5,7
64, F, W, N,29000,36283,8,7
63, F, B, Y,35000,100859,8,9
62, F, W, Y,67000,36309,1,2
64, M, W, N,30000,69357,7,7
51, M, B, Y,60000,99024,5,1
53, M, B, N,31000,114887,6,8
59, M, W, Y,26000,124585,7,1
52, F, W, Y,55000,154685,7,5
61, F, W, Y,37000,169170,3,6
66, F, B, N,36000,114959,0,8
36, F, B, Y,61000,154045,6,9
56, M, W, Y,40000,156983,7,9
59, F, B, N,44000,32599,6,5
63, F, B, Y,42000,133987,2,4
36, F, W, Y,66000,50981,3,5
34, M, W, Y,21000,14455,6,7
57, F, B, N,51000,137977,7,7
49, F, B, Y,44000,167470,8,6
47, M, B, N,32000,59726,4,0
58, F, B, Y,57000,125724,3,1
64, F, B, Y,33000,94926,9,8
67, M, B, N,51000,81814,6,7
53, F, B, Y,49000,106137,4,3
52, F, B, Y,21000,133465,1,7
25, M, W, N,41000,42817,6,9
60, F, B, N,33000,13282,7,2
43, F, B, N,27000,151705,0,1
61, M, W, N,33000,158674,3,5
22, F, B, N,45000,10191,8,4
24, F, W, Y,28000,57571,0,4
36, F, W, N,49000,18281,8,1
21, M, B, N,21000,85552,6,7
65, F, B, N,40000,64800,1,2
37, M, B, N,33000,130015,2,1
65, M, W, N,57000,43437,3,1
25, M, W, Y,29000,17017,6,5
46, F, B, Y,27000,54279,4,7
26, F, B, Y,57000,76402,4,1
36, F, B, N,60000,86444,4,0
31, F, B, Y,41000,60844,9,9
32, M, W, N,51000,137439,5,5
62, M, B, N,56000,114433,4,4
37, F, W, N,28000,164880,4,7
62, F, W, N,61000,166426,5,9
20, F, W, Y,63000,106183,2,6
41, F, B, N,35000,85791,7,5
66, M, B, Y,61000,81862,5,9
59, F, B, Y,67000,92164,6,3
30, F, W, N,37000,138055,2,7
44, F, B, Y,29000,158847,0,6
28, F, W, Y,37000,43903,6,5
22, F, W, Y,50000,63476,8,5
69, M, W, Y,24000,19406,9,4
29, F, B, Y,44000,21977,2,7
35, F, B, Y,43000,109389,0,8
46, M, B, N,42000,121438,1,9
20, F, B, Y,51000,119187,4,4
57, F, W, Y,44000,167522,1,4
26, F, W, Y,27000,147691,2,3
53, F, B, Y,32000,162046,1,8
55, F, W, N,49000,33370,3,2
52, M, B, N,29000,66354,9,6
53, M, W, Y,42000,68895,3,1
25, F, B, Y,57000,106101,4,1
35, F, W, N,47000,99992,3,8
38, M, B, Y,21000,33082,4,7
20, M, W, Y,55000,84155,9,7
67, F, W, N,42000,119726,0,6
69, F, W, Y,25000,104823,1,0
65, M, B, N,41000,141877,1,3
48, F, B, N,46000,116678,5,6
29, M, B, N,63000,165500,5,2
66, F, B, N,44000,57659,8,5
56, F, W, N,33000,112919,3,6
44, M, B, N,28000,43332,9,3
65, M, W, Y,52000,84225,9,7
47, F, B, N,36000,79243,1,4
55, M, B, Y,44000,89475,8,4
42, M, B, Y,54000,46871,5,6
43, M, B, N,38000,127307,6,0
51, F, B, Y,57000,118808,5,7
34, F, W, Y,39000,145596,1,9
43, F, W, Y,45000,38797,3,7
36, F, W, Y,20000,99776,0,2
45, M, W, Y,21000,62246,9,8
53, M, W, Y,30000,44448,8,9
42, M, B, Y,53000,152841,1,8
31, F, W, Y,25000,73917,3,5
34, M, W, N,33000,150901,6,3
38, M, B, Y,35000,127256,5,8
39, M, W, Y,53000,149068,9,9
57, M, B, N,57000,33540,8,8
25, M, B, Y,51000,30990,9,3
52, F, B, Y,52000,52881,0,9
44, M, W, Y,57000,48605,5,6
26, M, W, Y,23000,128862,1,4
33, F, B, Y,59000,33646,4,9
34, F, W, N,66000,108024,4,5
67, F, W, N,68000,159007,9,9
60, F, W, Y,54000,22019,5,4
54, M, B, N,60000,125586,6,8
40, M, B, N,67000,48046,4,2
47, F, B, N,55000,90229,8,0
68, F, B, N,51000,123210,0,4
20, M, W, N,30000,130405,2,2
44, F, B, N,51000,28421,2,5
22, F, W, Y,57000,41236,9,1
63, M, W, N,23000,157454,1,9
21, F, W, Y,45000,20498,7,4
45, M, B, Y,38000,26809,4,9
31, F, B, Y,26000,117236,2,5
27, M, B, N,62000,101979,7,7
66, M, B, N,21000,39599,7,7
30, F, W, N,66000,75761,6,3
67, F, B, Y,32000,157534,7,7
64, M, B, N,47000,54236,4,6
55, F, B, Y,22000,95954,0,8
45, F, W, N,55000,106037,9,9
50, M, B, N,65000,154014,0,5
65, M, W, N,35000,70535,7,9
45, M, W, Y,34000,106113,6,2
26, F, B, N,46000,120564,6,4
59, F, B, N,54000,60247,7,8
41, M, W, N,45000,55311,4,3
69, M, B, Y,55000,89349,6,1
33, F, B, Y,63000,139004,5,8
32, F, B, Y,21000,31221,8,9
30, M, B, Y,63000,101007,8,7
56, F, B, N,52000,92704,8,6
45, F, W, Y,47000,152960,4,0
26, F, B, N,59000,53697,3,5
22, F, B, Y,50000,78588,8,8
55, F, W, Y,36000,26655,5,4
56, M, W, Y,60000,11797,0,4
45, M, B, Y,46000,167192,5,8
51, M, B, N,66000,158684,0,5
52, F, B, Y,50000,131410,8,3
40, F, B, Y,68000,119095,8,1
21, M, B, Y,32000,75583,1,6
63, M, B, Y,49000,103343,0,3
49, M, W, N,32000,73824,2,2
55, M, W, N,43000,139722,4,6
25, F, W, N,60000,149343,4,5
47, F, W, Y,61000,128429,1,8
33, M, W, N,30000,114948,3,8
29, F, B, Y,38000,117536,2,1
26, F, W, N,59000,58392,1,9
42, M, B, N,35000,56626,4,2
55, F, W, Y,49000,108195,2,7
25, M, W, Y,35000,83711,3,4
20, M, W, Y,26000,75581,5,2
56, M, B, Y,45000,41081,5,6
53, M, B, Y,56000,88131,6,0
39, M, B, N,66000,155682,8,5
26, F, B, Y,26000,10799,1,2
63, M, B, Y,21000,59666,9,0
32, M, W, Y,53000,129900,7,4
35, M, B, N,59000,86728,3,2
38, M, W, N,36000,15706,8,7
63, F, W, Y,40000,19863,1,6
38, F, W, Y,65000,39265,2,2
53, F, B, Y,54000,106164,3,0
44, M, W, Y,47000,139083,4,6
20, F, W, Y,66000,74281,0,0
44, F, B, Y,52000,73274,5,9
61, F, B, Y,37000,90174,8,1
63, F, B, Y,68000,152820,9,2
56, F, B, Y,55000,106788,6,0
20, M, W, N,27000,51559,9,9
25, F, B, N,65000,23256,3,1
35, M, B, Y,38000,48522,9,0
31, F, W, Y,69000,69280,1,1
23, M, B, Y,48000,138253,3,9
30, F, B, N,39000,70297,8,9
37, F, B, N,40000,164735,0,6
30, M, B, Y,52000,129063,1,1
24, F, B, N,26000,14533,0,2
58, M, B, Y,69000,19277,5,0
48, M, W, Y,67000,64808,0,4
29, F, W, Y,66000,66871,9,5
44, M, W, Y,45000,41790,6,1
27, M, W, Y,52000,94592,7,3
46, M, B, N,44000,85373,3,3
67, F, B, Y,35000,85500,3,3
34, M, W, N,52000,15422,9,4
39, M, W, N,32000,21004,9,3
47, M, W, Y,57000,35450,4,4
62, F, W, Y,49000,69070,5,1
62, M, W, Y,69000,69255,9,1
21, F, B, Y,67000,98214,3,3
27, F, W, N,29000,86179,8,2
66, F, B, N,39000,92916,4,9
50, M, B, N,55000,130582,5,8
45, F, W, Y,36000,46069,0,0
44, M, B, Y,58000,91178,7,7
67, F, B, N,41000,24100,5,0
59, F, B, N,58000,85841,0,8
37, M, W, Y,60000,20380,6,1
